User_ID,Age,Education_Level,Stream,Personality_Type,Preferred_Work_Style,Interest_Area,Logical_Score,Creative_Score,Communication_Score,Tech_Score,Math_Score,Biology_Score,Leadership_Score,Problem_Solving_Score,Risk_Taking_Level,Stress_Tolerance,Learning_Speed,Work_Preference,Recommended_Career,Why_Recommended,Steps_To_Achieve,Approx_Salary_India_2026,Top_Colleges_India,Demand_Level
1516,21,Undergraduate,Commerce,Analytical,Hybrid,Finance,75,39,41,44,81,13,52,79,56,81,68,Hybrid,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
1517,19,Undergraduate,Computer Science,Analytical,Team,Business,79,60,37,77,87,52,5,72,56,70,64,Field,Network Engineer,Technical aptitude and problem-solving ability suit network engineering.,1. B.Tech CS/IT or BCA 2. CCNA/CCNP certifications 3. Networking fundamentals 4. Internship at ISPs/IT firms 5. Telecom companies,5-14 LPA,"NITs, VIT, Manipal, SRM, Amity",Medium
1518,23,Diploma,Arts,Creative,Hybrid,Media,68,82,73,65,33,36,37,71,67,46,77,Hybrid,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
1519,32,Postgraduate,Science,Helper,Independent,Law,85,38,88,65,55,67,73,72,35,76,72,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
1520,24,Undergraduate,Computer Science,Creative,Hybrid,Business,46,90,73,65,39,33,46,67,52,66,67,Hybrid,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
1521,27,Undergraduate,Commerce,Leader,Hybrid,Media,76,54,82,40,51,33,77,84,46,59,57,Office,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
1522,35,Postgraduate,Engineering,Innovator,Team,Technology,81,61,52,91,88,73,56,84,60,62,66,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
1523,19,Undergraduate,Engineering,Creative,Hybrid,Education,24,85,42,82,66,61,35,68,65,62,61,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
1524,33,Postgraduate,Arts,Helper,Hybrid,Business,95,70,86,55,81,44,77,80,48,65,56,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
1525,23,Undergraduate,Computer Science,Researcher,Hybrid,Healthcare,87,37,16,80,75,43,68,80,69,70,58,Hybrid,Data Scientist,High math and analytical skills suit data science roles.,1. Learn Python/R & statistics 2. ML/AI courses 3. Kaggle projects 4. B.Tech/M.Tech/MCA 5. Join analytics firms,10-24 LPA,"IITs, IISc, IIIT-H, Manipal, Amity",High
1526,18,Undergraduate,Arts,Helper,Team,Media,59,51,86,56,77,24,66,69,42,77,53,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
1527,24,Undergraduate,Computer Science,Creative,Hybrid,Media,52,85,76,64,27,30,63,67,42,52,85,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
1528,16,High School,Commerce,Creative,Hybrid,Business,61,92,91,39,68,37,65,47,65,62,84,Remote,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
1529,18,Undergraduate,Engineering,Organizer,Independent,Law,84,47,80,53,79,55,72,76,47,68,52,Hybrid,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
1530,20,Diploma,Computer Science,Organizer,Team,Healthcare,82,95,47,81,21,34,44,68,39,68,70,Office,Network Engineer,Technical aptitude and problem-solving ability suit network engineering.,1. B.Tech CS/IT or BCA 2. CCNA/CCNP certifications 3. Networking fundamentals 4. Internship at ISPs/IT firms 5. Telecom companies,5-14 LPA,"NITs, VIT, Manipal, SRM, Amity",Medium
1531,23,Undergraduate,Computer Science,Creative,Team,Technology,22,78,79,63,61,42,65,69,61,63,62,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
1532,21,Undergraduate,Computer Science,Researcher,Hybrid,Education,84,57,33,79,68,22,8,87,75,66,54,Remote,Cybersecurity Analyst,Strong tech skills and analytical thinking are core for cybersecurity.,1. Learn networking & OS 2. CEH/CISSP certifications 3. Ethical hacking courses 4. B.Tech CS 5. Security firms,7-18 LPA,"IITs, NITs, CDAC, Symbiosis, SRM",High
1533,25,Postgraduate,Arts,Researcher,Hybrid,Healthcare,41,59,79,34,28,68,35,84,66,86,67,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
1534,28,Undergraduate,Engineering,Analytical,Hybrid,Education,81,36,42,84,53,9,30,84,75,77,81,Office,Cybersecurity Analyst,Strong tech skills and analytical thinking are core for cybersecurity.,1. Learn networking & OS 2. CEH/CISSP certifications 3. Ethical hacking courses 4. B.Tech CS 5. Security firms,7-18 LPA,"IITs, NITs, CDAC, Symbiosis, SRM",High
1535,24,Undergraduate,Engineering,Innovator,Hybrid,Healthcare,63,96,64,67,78,5,40,75,54,59,68,Office,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
1536,32,Postgraduate,Computer Science,Innovator,Hybrid,Media,82,47,47,81,81,79,42,92,38,63,67,Field,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
1537,24,Undergraduate,Engineering,Analytical,Team,Education,73,64,26,92,66,50,36,79,38,80,78,Remote,Cloud Engineer,Tech aptitude and problem-solving suit cloud infrastructure roles.,1. AWS/Azure/GCP certifications 2. Learn DevOps tools 3. B.Tech CS/IT 4. Cloud internships 5. Join cloud teams,8-20 LPA,"NITs, VIT, BITS, Thapar, Manipal",High
1538,23,Undergraduate,Commerce,Organizer,Team,Healthcare,90,53,45,91,82,80,66,85,48,76,61,Office,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
1539,27,Undergraduate,Computer Science,Innovator,Team,Business,32,83,68,62,54,29,88,72,41,43,65,Hybrid,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
1540,28,Undergraduate,Commerce,Leader,Team,Law,74,82,84,47,58,7,91,5,84,44,59,Field,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
1541,23,Postgraduate,Computer Science,Analytical,Hybrid,Finance,74,24,43,93,70,19,45,80,30,59,62,Hybrid,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
1542,28,Undergraduate,Arts,Creative,Hybrid,Law,77,75,85,88,52,22,51,37,65,79,52,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
1543,18,Undergraduate,Arts,Researcher,Hybrid,Law,69,69,82,39,52,70,47,78,46,72,63,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
1544,19,Undergraduate,Engineering,Creative,Independent,Design,58,85,72,85,68,67,7,83,41,50,85,Remote,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
1545,22,Undergraduate,Science,Researcher,Team,Healthcare,31,46,70,60,75,80,53,66,41,62,82,Field,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
1546,18,Undergraduate,Commerce,Analytical,Team,Finance,85,24,24,41,97,39,42,80,58,83,53,Hybrid,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
1547,29,Postgraduate,Science,Researcher,Team,Business,22,43,82,52,62,67,40,77,52,83,71,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
1548,18,Undergraduate,Engineering,Innovator,Team,Education,59,82,70,79,78,36,50,71,38,55,63,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
1549,23,Undergraduate,Computer Science,Organizer,Hybrid,Business,70,33,56,84,95,69,26,72,70,75,65,Hybrid,DevOps Engineer,Tech skills combined with organization aptitude fit DevOps workflows.,1. Learn Linux & scripting 2. Docker/Kubernetes 3. CI/CD pipelines 4. B.Tech IT/CS 5. Work in product companies,8-18 LPA,"NITs, VIT, Pune University, KIIT, SRM",High
1550,21,Undergraduate,Arts,Creative,Team,Finance,71,76,88,44,66,24,43,46,81,71,68,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
1551,23,Undergraduate,Commerce,Analytical,Hybrid,Technology,82,61,48,31,87,42,48,83,37,77,52,Hybrid,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
1552,28,Postgraduate,Engineering,Organizer,Hybrid,Technology,76,16,9,61,82,24,86,81,56,68,69,Office,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
1553,25,Undergraduate,Computer Science,Researcher,Hybrid,Education,81,48,19,93,98,95,51,88,32,75,72,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
1554,30,Postgraduate,Science,Researcher,Team,Business,35,52,80,82,39,87,61,82,48,92,48,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
1555,22,Undergraduate,Science,Helper,Team,Education,41,33,72,33,51,92,56,82,56,95,66,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
1556,24,Postgraduate,Engineering,Organizer,Independent,Business,87,27,64,75,83,10,23,70,67,46,58,Office,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
1557,18,Undergraduate,Commerce,Researcher,Hybrid,Technology,90,39,82,79,77,70,69,74,32,44,70,Remote,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
1558,29,Postgraduate,Commerce,Analytical,Independent,Finance,81,7,83,26,70,36,38,88,53,69,66,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
1559,24,Postgraduate,Science,Organizer,Independent,Technology,65,43,83,33,71,74,64,59,46,75,67,Office,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
1560,30,Postgraduate,Computer Science,Organizer,Team,Business,81,56,81,75,75,23,47,78,70,56,55,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
1561,22,Undergraduate,Computer Science,Creative,Independent,Business,87,86,73,56,32,37,76,72,35,80,53,Hybrid,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
1562,33,Postgraduate,Science,Helper,Independent,Finance,73,12,75,61,95,96,52,83,31,77,71,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
1563,24,Postgraduate,Commerce,Organizer,Independent,Law,81,33,37,56,78,78,14,80,63,64,55,Hybrid,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
1564,18,Undergraduate,Commerce,Researcher,Independent,Design,71,84,88,28,25,38,25,81,75,74,62,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
1565,34,Postgraduate,Arts,Researcher,Team,Business,40,44,82,35,60,72,64,81,44,81,67,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
1566,30,Postgraduate,Computer Science,Researcher,Team,Law,79,58,53,89,92,74,19,82,58,55,57,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
1567,22,Undergraduate,Commerce,Analytical,Team,Finance,85,33,22,60,82,80,53,77,41,77,49,Office,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
